Index;Date;AssessedValue;Message
230;Thu Nov 13 00:34:08 CET 2014;-1.0;RT _M_G_W_V_: ????????
231;Thu Nov 13 00:33:55 CET 2014;-1.0;RT _M_G_W_V_: ????????
232;Thu Nov 13 00:33:43 CET 2014;-1.0;RT _M_G_W_V_: ????????
233;Thu Nov 13 00:33:34 CET 2014;5.92;I added a video to a YouTube playlist http://t.co/mzUqXQIMXG February 2014 Russia Bans the Quran Who is Russian President Vladimer
234;Thu Nov 13 00:33:29 CET 2014;-1.0;RT AerxlHeroes: *Results day*
235;Thu Nov 13 00:33:29 CET 2014;-1.0;RT _M_G_W_V_: ????????
236;Thu Nov 13 00:33:21 CET 2014;5.96;RT QuranWeekly: Any verse from the Quran that you recite, reflect upon & act upon will be a light that will illuminate your grave. Increa…
237;Thu Nov 13 00:33:21 CET 2014;-1.0;RT _M_G_W_V_: ????????
238;Thu Nov 13 00:33:14 CET 2014;-1.0;RT _M_G_W_V_: ????????
239;Thu Nov 13 00:33:13 CET 2014;-1.0;RT _M_G_W_V_: ????????
240;Thu Nov 13 00:33:10 CET 2014;-1.0;RT _M_G_W_V_: ????????
241;Thu Nov 13 00:33:10 CET 2014;4.11;RT iFalasteen: Israeli Zionist burned a mosque and all the Quran's in it. We up sleeping Muslims Israel even burns our mosques... http://t…
242;Thu Nov 13 00:33:09 CET 2014;-1.0;RT _M_G_W_V_: ????????
243;Thu Nov 13 00:33:01 CET 2014;5.85;sitiliyana  i cant narrate nor quote generally or some +ve from quran cuz i knw u knw it better. so, smoga dipermudahkan everythg :) amin!
244;Thu Nov 13 00:33:01 CET 2014;-1.0;Sadgrovem islamrevisited2 
245;Thu Nov 13 00:32:59 CET 2014;-1.0;RT _M_G_W_V_: ????????
246;Thu Nov 13 00:32:47 CET 2014;3.73;RT defencepk: Israeli settlers burn mosque, Quran copies
247;Thu Nov 13 00:32:46 CET 2014;-1.0;RT _M_G_W_V_: ????????
248;Thu Nov 13 00:32:24 CET 2014;-1.0;RT _M_G_W_V_: ????????
249;Thu Nov 13 00:32:20 CET 2014;-1.0;RT _M_G_W_V_: ????????
250;Thu Nov 13 00:32:19 CET 2014;-1.0;RT _M_G_W_V_: ????????
251;Thu Nov 13 00:32:19 CET 2014;-1.0;RT EuroActivist: Was Jesus a Spy? ? http://t.co/Cmi0i0BZgE
252;Thu Nov 13 00:32:12 CET 2014;4.11;RT iFalasteen: Israeli Zionist burned a mosque and all the Quran's in it. We up sleeping Muslims Israel even burns our mosques... http://t…
253;Thu Nov 13 00:32:07 CET 2014;-1.0;RT _M_G_W_V_: ????????
254;Thu Nov 13 00:32:04 CET 2014;-1.0;RT _M_G_W_V_: ????????
255;Thu Nov 13 00:31:57 CET 2014;6.32;RT zedarsln: If you want talk to Allah, then pray.
256;Thu Nov 13 00:31:49 CET 2014;6.05;RT liamkfisher: Quran (4:74) Whoso fighteth in the way of Allah, be he slain or be he victorious, on him We shall bestow a vast reward.
257;Thu Nov 13 00:31:47 CET 2014;-1.0;RT _M_G_W_V_: ????????
258;Thu Nov 13 00:31:37 CET 2014;-1.0;RT _M_G_W_V_: ????????
259;Thu Nov 13 00:31:34 CET 2014;4.11;RT Palestinebae: Jewish settlers burned a mosque near Ramallah earlier today, Look at Quran books! This is israel..Palestine http://t.co/…
260;Thu Nov 13 00:31:32 CET 2014;6.4;RT zedarsln: And Allah wants to lighten for you (yr difficulities) & mankind was created weak.
261;Thu Nov 13 00:31:14 CET 2014;6.4;RT zedarsln: And Allah wants to lighten for you (yr difficulities) & mankind was created weak.
262;Thu Nov 13 00:31:13 CET 2014;6.32;RT zedarsln: If you want talk to Allah, then pray.
263;Thu Nov 13 00:31:08 CET 2014;-1.0;RT _M_G_W_V_: ????????
264;Thu Nov 13 00:31:01 CET 2014;-1.0;RT MYVETERAN: ISIL ISIS Islam Muslims Quran
265;Thu Nov 13 00:30:51 CET 2014;6.26;Is it weird that I feel that it's wrong for my ears to listen to music first thing in the morning????? So I listen to the quran first haha
266;Thu Nov 13 00:30:50 CET 2014;-1.0;Z_1 Quran for Children http://t.co/Qbue6rLsQs USA NewYork America Texas Florida UK Bahrain Kuwait
267;Thu Nov 13 00:30:48 CET 2014;-1.0;Z_1 Quran for Children http://t.co/jBBQWMj2Ao USA NewYork America Texas Florida UK Bahrain Kuwait
268;Thu Nov 13 00:30:33 CET 2014;-1.0;RT EuroActivist: Was Jesus a Spy? ? http://t.co/Cmi0i0BZgE
269;Thu Nov 13 00:30:23 CET 2014;-1.0;RT _M_G_W_V_: ????????
270;Thu Nov 13 00:30:20 CET 2014;-1.0;RT _M_G_W_V_: ????????
271;Thu Nov 13 00:30:19 CET 2014;4.11;RT Palestinebae: Jewish settlers burned a mosque near Ramallah earlier today, Look at Quran books! This is israel..Palestine http://t.co/…
272;Thu Nov 13 00:30:11 CET 2014;-1.0;http://t.co/xC66tMKofb has 10 Users Online! - http://t.co/Usg5VrlF5Z
273;Thu Nov 13 00:30:07 CET 2014;5.65;RT Sideeq_Khattab: "They feel shy before people, but do not feel shy before Allah." [Quran]
274;Thu Nov 13 00:30:07 CET 2014;4.11;RT Palestinebae: Jewish settlers burned a mosque near Ramallah earlier today, Look at Quran books! This is israel..Palestine http://t.co/…
275;Thu Nov 13 00:30:03 CET 2014;-1.0;RT EuroActivist: Was Jesus a Spy? ? http://t.co/Cmi0i0BZgE
276;Thu Nov 13 00:30:01 CET 2014;5.0;The Quran-Coaching is the best platform for the quran learning by taking online quran classes.... http://t.co/hlSAWUXWHm
277;Thu Nov 13 00:30:00 CET 2014;-1.0;RT _M_G_W_V_: ????????
278;Thu Nov 13 00:29:59 CET 2014;-1.0;RT _M_G_W_V_: ????????
279;Thu Nov 13 00:29:47 CET 2014;4.11;RT iFalasteen: Israeli Zionist burned a mosque and all the Quran's in it. We up sleeping Muslims Israel even burns our mosques... http://t…
280;Thu Nov 13 00:29:39 CET 2014;4.1;RT raja_izzu: Al-Quran is the best medicine for a sick soul.
281;Thu Nov 13 00:29:29 CET 2014;-1.0;Was Jesus a Spy? ? http://t.co/Cmi0i0BZgE
282;Thu Nov 13 00:29:20 CET 2014;-1.0;ISIL ISIS Islam Muslims Quran
283;Thu Nov 13 00:29:19 CET 2014;4.11;RT iFalasteen: Israeli Zionist burned a mosque and all the Quran's in it. We up sleeping Muslims Israel even burns our mosques... http://t…
284;Thu Nov 13 00:29:11 CET 2014;-1.0;RT _M_G_W_V_: ????????
285;Thu Nov 13 00:29:09 CET 2014;-1.0;RT _M_G_W_V_: ????????
286;Thu Nov 13 00:29:02 CET 2014;-1.0;RT _M_G_W_V_: ????????
287;Thu Nov 13 00:28:47 CET 2014;-1.0;?Listen & ?Vote (New Song)
288;Thu Nov 13 00:28:44 CET 2014;6.86;RT esperanza543: "Hold to forgiveness
289;Thu Nov 13 00:28:42 CET 2014;-1.0;RT _M_G_W_V_: ????????
290;Thu Nov 13 00:28:35 CET 2014;-1.0;RT _M_G_W_V_: ????????
291;Thu Nov 13 00:28:18 CET 2014;6.05;Quran (4:74) Whoso fighteth in the way of Allah, be he slain or be he victorious, on him We shall bestow a vast reward.
292;Thu Nov 13 00:28:17 CET 2014;-1.0;RT AerxlHeroes: *Results day*
293;Thu Nov 13 00:28:17 CET 2014;4.84;RT Al_Farashah: Al_Farashah "So that you may not grieve for what has escaped you, nor be exultant at what He has given you.." (57:23) 
294;Thu Nov 13 00:28:13 CET 2014;5.22;RT AliChoose123050: A copy of Uthman's Quran 1400 years ago. http://t.co/bipSfnnke1
295;Thu Nov 13 00:28:10 CET 2014;4.79;RT Al_Farashah: "And let not their speech grieve you
296;Thu Nov 13 00:28:10 CET 2014;-1.0;NICOLA  FRANCE  GUIDED BY THE QURAN 
297;Thu Nov 13 00:28:07 CET 2014;5.43;RT Al_Farashah: "Nay, Him you call upon, so He clears away that for which you pray if He pleases and you forget what you set up (with Him)…
298;Thu Nov 13 00:28:01 CET 2014;-1.0;RT Al_Farashah: "...
299;Thu Nov 13 00:28:00 CET 2014;6.41;RT Al_Farashah: "The dwellers of the garden shall on that day be in a better abiding-place and a better resting-place." (25:24) Qur?n
300;Thu Nov 13 00:27:52 CET 2014;5.57;RT aylin_kocaman: ‘Allah is my Lord and your Lord so worship Him. This is a straight path.’ (Quran, 19/36)
301;Thu Nov 13 00:27:16 CET 2014;-1.0;RT Al_Farashah: "All?h amplifies and straitens the means of subsistence for whom He pleases
302;Thu Nov 13 00:27:15 CET 2014;-1.0;She playing the Quran ?????
303;Thu Nov 13 00:27:13 CET 2014;5.9;RT Al_Farashah: "Say: He is my Lord, there is no god but He
304;Thu Nov 13 00:27:10 CET 2014;5.51;RT Al_Farashah: Al_Farashah "...,and this world's life is nothing compared with the hereafter but a temporary enjoyment." (13:26) Qur?n
305;Thu Nov 13 00:27:08 CET 2014;6.09;RT Al_Farashah: "And those before them did indeed make plans, but all planning is All?h's
306;Thu Nov 13 00:26:48 CET 2014;5.65;RT Al_Farashah: "And seek help through patience and prayer, and indeed, it is difficult except for the humbly submissive to All?h. 
307;Thu Nov 13 00:26:45 CET 2014;4.8;RT Al_Farashah: "...Our Lord, pour upon us patience and let us die as Muslims [in submission to You]."
308;Thu Nov 13 00:26:44 CET 2014;4.13;RT ls2008: uzma_Indianbuzz tufailelif Critical of http://t.co/J5pun8UcDm - kill polytheists whereever you find them.
309;Thu Nov 13 00:26:39 CET 2014;5.29;RT Al_Farashah: “All?h intends for you ease, and He does not want to make things difficult for you." 
310;Thu Nov 13 00:26:30 CET 2014;6.47;RT Al_Farashah: "Then did they feel secure from the plan of All?h? But no one feels secure from the plan of All?h except the losing people…
311;Thu Nov 13 00:26:25 CET 2014;6.19;RT TweetinderKaul: tufailelif uzma_Indianbuzz Isn't the point really that one should be able to critically engage with the Quran. As w/ …
312;Thu Nov 13 00:26:17 CET 2014;-1.0;RT _M_G_W_V_: ????????
313;Thu Nov 13 00:26:17 CET 2014;4.1;“Do not commit evil deeds, whether openly or in secret.
314;Thu Nov 13 00:26:17 CET 2014;6.44;RT Al_Farashah: "...You are our Protector, so forgive us and have mercy upon us
315;Thu Nov 13 00:26:15 CET 2014;6.56;RT Al_Farashah: "...And decree for us in this world [that which is] good & [also] in the Hereafter
316;Thu Nov 13 00:26:00 CET 2014;6.14;RT Al_Farashah: "And know that All?h intervenes between a man and his heart and that to Him you will be gathered." 
317;Thu Nov 13 00:25:58 CET 2014;-1.0;RT _M_G_W_V_: ????????
318;Thu Nov 13 00:25:54 CET 2014;-1.0;RT _M_G_W_V_: ????????
319;Thu Nov 13 00:25:51 CET 2014;5.57;RT aylin_kocaman: ‘Allah is my Lord and your Lord so worship Him. This is a straight path.’ (Quran, 19/36)
320;Thu Nov 13 00:25:48 CET 2014;2.93;RT SayyidAhmad313: "And fear a Day when.. Quran http://t.co/aHeLuE7Auy
321;Thu Nov 13 00:25:46 CET 2014;6.14;RT Al_Farashah: "But if they turn away - then know that All?h is your protector. Excellent is the protector, and Excellent is the helper."…
322;Thu Nov 13 00:25:43 CET 2014;5.99;RT Al_Farashah: "And if He intends any good for you there is none who can repel His favor.."
323;Thu Nov 13 00:25:36 CET 2014;-1.0;RT Al_Farashah: ".... But whoever relies upon All?h - then indeed, All?h is Exalted in Might and Wise."
324;Thu Nov 13 00:25:34 CET 2014;-1.0;RT Al_Farashah: "And indeed, your Lord - He is the Exalted in Might, the Merciful." 
325;Thu Nov 13 00:25:31 CET 2014;-1.0;RT Al_Farashah: "I did it, then, while I was of those astray." 
326;Thu Nov 13 00:25:31 CET 2014;6.23;the Quran is, A mercy and a healing for mankind. Just recite if you need it.
327;Thu Nov 13 00:25:26 CET 2014;-1.0;RT __FatPack: Cement grey 13s Saturday???
328;Thu Nov 13 00:25:12 CET 2014;-1.0;RT Al_Farashah: "...
329;Thu Nov 13 00:25:06 CET 2014;-1.0;RT _M_G_W_V_: ????????
330;Thu Nov 13 00:25:03 CET 2014;5.71;RT Al_Farashah: "O you who have believed, repent to All?h with sincere repentance." 
331;Thu Nov 13 00:25:01 CET 2014;5.42;RT Al_Farashah: " Or is there for man whatever he wishes?
332;Thu Nov 13 00:25:00 CET 2014;5.75;RT Al_Farashah: "...and indeed, assumption avails not against the truth at all."
333;Thu Nov 13 00:24:59 CET 2014;-1.0;RT Al_Farashah: ".... Indeed, your Lord is most knowing of who strays from His way, and He is most knowing of who is guided."
334;Thu Nov 13 00:24:52 CET 2014;-1.0;RT _M_G_W_V_: ????????
335;Thu Nov 13 00:24:45 CET 2014;4.11;RT iFalasteen: Israeli Zionist burned a mosque and all the Quran's in it. We up sleeping Muslims Israel even burns our mosques... http://t…
336;Thu Nov 13 00:24:41 CET 2014;-1.0;RT Al_Farashah: "...
337;Thu Nov 13 00:24:29 CET 2014;4.95;“sorryimmars: betchiest il bring U back the Quran shit you need that”HAHAHXHDHX
338;Thu Nov 13 00:24:26 CET 2014;-1.0;RT Al_Farashah: Al_Farashah 
339;Thu Nov 13 00:24:12 CET 2014;4.11;RT Palestinebae: Jewish settlers burned a mosque near Ramallah earlier today, Look at Quran books! This is israel..Palestine http://t.co/…
340;Thu Nov 13 00:24:11 CET 2014;-1.0;RT _M_G_W_V_: ????????
341;Thu Nov 13 00:24:09 CET 2014;-1.0;RT _M_G_W_V_: ????????
342;Thu Nov 13 00:24:08 CET 2014;-1.0;RT _M_G_W_V_: ????????
343;Thu Nov 13 00:24:01 CET 2014;5.63;mehdirhasan Then reform is necessary for Islam. The Quran IS an extremist ideology.  Set an example and sort your own house out first.
344;Thu Nov 13 00:23:47 CET 2014;-1.0;RT _M_G_W_V_: ????????
345;Thu Nov 13 00:23:41 CET 2014;-1.0;RT _M_G_W_V_: ????????
346;Thu Nov 13 00:23:35 CET 2014;-1.0;RT _M_G_W_V_: ????????
347;Thu Nov 13 00:23:35 CET 2014;4.11;RT Palestinebae: Jewish settlers burned a mosque near Ramallah earlier today, Look at Quran books! This is israel..Palestine http://t.co/…
348;Thu Nov 13 00:23:31 CET 2014;-1.0;RT _M_G_W_V_: ????????
349;Thu Nov 13 00:23:29 CET 2014;-1.0;RT _M_G_W_V_: ????????
350;Thu Nov 13 00:23:29 CET 2014;-1.0;RT _M_G_W_V_: ????????
351;Thu Nov 13 00:23:27 CET 2014;-1.0;RT Al_Farashah: "O you who believe! Remember All?h with much remembrance."
352;Thu Nov 13 00:23:26 CET 2014;5.96;RT QuranWeekly: Any verse from the Quran that you recite, reflect upon & act upon will be a light that will illuminate your grave. Increa…
353;Thu Nov 13 00:23:21 CET 2014;-1.0;RT _M_G_W_V_: ????????
354;Thu Nov 13 00:23:20 CET 2014;-1.0;RT _M_G_W_V_: ????????
355;Thu Nov 13 00:23:11 CET 2014;-1.0;RT _M_G_W_V_: ????????
356;Thu Nov 13 00:23:07 CET 2014;6.43;It be some wack ass music on MTV Jams
357;Thu Nov 13 00:23:03 CET 2014;-1.0;RT _M_G_W_V_: ????????
358;Thu Nov 13 00:23:03 CET 2014;-1.0;RT _M_G_W_V_: ????????
359;Thu Nov 13 00:23:03 CET 2014;-1.0;RT _M_G_W_V_: ????????
360;Thu Nov 13 00:23:03 CET 2014;-1.0;RT _M_G_W_V_: ????????
361;Thu Nov 13 00:23:03 CET 2014;-1.0;RT _M_G_W_V_: ????????
362;Thu Nov 13 00:23:02 CET 2014;-1.0;RT _M_G_W_V_: ????????
363;Thu Nov 13 00:23:02 CET 2014;-1.0;RT _M_G_W_V_: ????????
364;Thu Nov 13 00:23:02 CET 2014;-1.0;RT _M_G_W_V_: ????????
365;Thu Nov 13 00:23:02 CET 2014;-1.0;RT _M_G_W_V_: ????????
366;Thu Nov 13 00:22:53 CET 2014;3.95;RT Al_Farashah: Du? from Qur?n for having a better matrimonial life, and good, pious offspring. http://t.co/iZYvqNE2mh
367;Thu Nov 13 00:22:52 CET 2014;-1.0;RT _M_G_W_V_: ????????
368;Thu Nov 13 00:22:52 CET 2014;4.11;RT iFalasteen: Israeli Zionist burned a mosque and all the Quran's in it. We up sleeping Muslims Israel even burns our mosques... http://t…
369;Thu Nov 13 00:22:49 CET 2014;7.01;RT Al_Farashah: Qur?n, Zikr, Salaw?t-e-Nab? and Sadaq?t, are the sources of happiness, rectifying, reforming, reward and light in the both…
370;Thu Nov 13 00:22:46 CET 2014;-1.0;RT _M_G_W_V_: ????????
371;Thu Nov 13 00:22:44 CET 2014;7.5;RT Al_Farashah: "Why should All?h chastise you if you are grateful and believe? And All?h is the Multiplier of rewards, Knowing" 
372;Thu Nov 13 00:22:36 CET 2014;-1.0;????????
373;Thu Nov 13 00:22:25 CET 2014;-1.0;RT Al_Farashah: FavoriteFoodsOfRassoûlAll?h 
374;Thu Nov 13 00:22:16 CET 2014;-1.0;RT Sk_Starlife7: I Lowkey Miss Orlando
375;Thu Nov 13 00:22:11 CET 2014;6.9;Recourses unto learn by heart the quran online: VrB
376;Thu Nov 13 00:22:05 CET 2014;6.46;Yes the Quran is more powerful than our spells.
377;Thu Nov 13 00:21:54 CET 2014;-1.0;RT AerxlHeroes: *Results day*
378;Thu Nov 13 00:21:51 CET 2014;-1.0;*Results day*
379;Thu Nov 13 00:21:42 CET 2014;5.62;RT Al_Farashah: "The near event draws nigh [] There shall be none besides All?h to remove it." 
380;Thu Nov 13 00:21:42 CET 2014;-1.0;RT danialzz__: *Results day*
381;Thu Nov 13 00:21:41 CET 2014;6.9;RT Al_Farashah: "Whoever desires honor, then to All?h belongs the honor wholly." 
382;Thu Nov 13 00:21:29 CET 2014;-1.0;ENGLISH QOURAN DOWNLOAD...
383;Thu Nov 13 00:21:11 CET 2014;-1.0;RT AerxlHeroes: *Results day*
384;Thu Nov 13 00:20:48 CET 2014;-1.0;RT AerxlHeroes: *Results day*
385;Thu Nov 13 00:20:43 CET 2014;4.5;Israeli settlers torch mosque, copies of the Quran in West Bank http://t.co/QU1aBRIqoP via atheonews
386;Thu Nov 13 00:20:33 CET 2014;-1.0;How to Cure Cancer by Quran and Sunnah: Barnes and Noble ebook: http://t.co/e7cSaDr84x
387;Thu Nov 13 00:20:27 CET 2014;-1.0;RT danialzz__: *Results day*
388;Thu Nov 13 00:20:26 CET 2014;5.22;RT AliChoose123050: A copy of Uthman's Quran 1400 years ago. http://t.co/bipSfnnke1
389;Thu Nov 13 00:20:22 CET 2014;4.7;blueyed1120 The gun toting, bible and Quran throttling girls one.
390;Thu Nov 13 00:20:20 CET 2014;-1.0;RT MeIncheny: *Results day*
391;Thu Nov 13 00:19:51 CET 2014;-1.0;"MariamBatool95: Hadith on learning and teaching the Holy Quran http://t.co/PEegTkAghQ"
392;Thu Nov 13 00:19:50 CET 2014;-1.0;JESUS is GOD. Proof from Bible and Quran watsongi…: http://t.co/gYIHxhkenZ
393;Thu Nov 13 00:19:33 CET 2014;-1.0;RT inspiredlabour: ????? ?????? ?????? ???????????
394;Thu Nov 13 00:18:42 CET 2014;6.53;RT TheMuslimFamily: "If you are grateful, I will give you more
395;Thu Nov 13 00:18:37 CET 2014;5.13;RT Al_Farashah: "Say (O Muhammad SAW): "I invoke only my Lord (All?h Alone), and I associate none as partners along with Him."
396;Thu Nov 13 00:18:30 CET 2014;-1.0;RT Al_Farashah: “Should not He Who has created know? And He is the Most Kind and Courteous (to His slaves) All-Aware (of everything).”
397;Thu Nov 13 00:18:25 CET 2014;6.49;RT justamuslimah: ? Don't limit your relationship with the Quran " Ramadan to Ramadan ",keep you relationship through out the year by at l…
398;Thu Nov 13 00:18:12 CET 2014;4.11;RT Palestinebae: Jewish settlers burned a mosque near Ramallah earlier today, Look at Quran books! This is israel..Palestine http://t.co/…
399;Thu Nov 13 00:18:11 CET 2014;6.83;RT Al_Farashah: "Whatsoever is in the heavens and whatsoever is on the earth glorifies All?h. And He is the All-Mighty, the All-Wise."
400;Thu Nov 13 00:17:57 CET 2014;-1.0;Produce all kinds of Creative Designs http://t.co/ywBVEjRwBF quran http://t.co/PhOMMPGOiT
401;Thu Nov 13 00:17:11 CET 2014;-1.0;Proof From the Quran That Isa/Jesus is The Son of…: http://t.co/bsegOsxu5g
402;Thu Nov 13 00:17:03 CET 2014;-1.0;RT danialzz__: *Results day*
403;Thu Nov 13 00:16:35 CET 2014;5.54;RT HIjabbee: Do not walk proudly on the Earth, your feet cannot tear the Earth apart nor are you as tall as the mountains. Quran BeHumble
404;Thu Nov 13 00:16:31 CET 2014;-1.0;IronmanL1 
405;Thu Nov 13 00:16:25 CET 2014;6.37;You listen to an ayah from the Quran and you wonder why you have goosebumps. You read the translation and then you realise why.. Subhanallah
406;Thu Nov 13 00:16:18 CET 2014;4.11;"iFalasteen: Israeli Zionist burned a mosque and all the Quran's in it. We up sleeping Muslims Israel even ... http://t.co/YKaWGexLjb
407;Thu Nov 13 00:16:14 CET 2014;6.08;RT laila_haya: New generation :
408;Thu Nov 13 00:16:12 CET 2014;-1.0;RT TDR_Network: Heal your hearts with the Quran.. http://t.co/g2OOJQ727n
409;Thu Nov 13 00:16:09 CET 2014;6.49;RT justamuslimah: ? Don't limit your relationship with the Quran " Ramadan to Ramadan ",keep you relationship through out the year by at l…
410;Thu Nov 13 00:15:27 CET 2014;6.49;RT justamuslimah: ? Don't limit your relationship with the Quran " Ramadan to Ramadan ",keep you relationship through out the year by at l…
411;Thu Nov 13 00:15:25 CET 2014;5.86;We have truly sent thee as a witness, as a bringer of Glad Tidings, and as a Warner:
412;Thu Nov 13 00:14:53 CET 2014;5.96;RT QuranWeekly: Any verse from the Quran that you recite, reflect upon & act upon will be a light that will illuminate your grave. Increa…
413;Thu Nov 13 00:14:48 CET 2014;-1.0;whyuvexbro NaveedShaykh 
414;Thu Nov 13 00:14:37 CET 2014;6.89;Have patience with what they say, and leaves them with noble (dignity). Quran 7310
415;Thu Nov 13 00:14:35 CET 2014;-1.0;Ibn_Adam95 Dr Maurice Bucaille reverted to islam after learning of firaun from the Quran http://t.co/rMGf5uaWIt
416;Thu Nov 13 00:14:28 CET 2014;5.12;islamrevisited2 I've read the Quran even though I am a humanist. One may argue that the mainstream interpretation of Islam is also radical.
417;Thu Nov 13 00:14:23 CET 2014;7.34;RT TruthReminders: Its amazing how beautiful the Quran is when you understand everything in context.
418;Thu Nov 13 00:14:13 CET 2014;4.11;RT iFalasteen: Israeli Zionist burned a mosque and all the Quran's in it. We up sleeping Muslims Israel even burns our mosques... http://t…
419;Thu Nov 13 00:14:04 CET 2014;5.22;RT AliChoose123050: A copy of Uthman's Quran 1400 years ago. http://t.co/bipSfnnke1
420;Thu Nov 13 00:13:34 CET 2014;-1.0;"MueDean: Allah is He that hears and sees (all things)... (Quran 4:134)"
421;Thu Nov 13 00:13:34 CET 2014;6.2;RT QreativeRevolt: Did u know that TahirulQadri founded Minhaj-ul-Quran Int. in 1981 & Network has since spread to over 90 Countries? htt…
